Time,Va,Vb,Vc,Ia,Ib,Ic,Ea,Eb,Ec,Theta,Sector
0.0000,12.0000,2.1029,0.0000,0.7120,0.0000,-0.7120,0.0000,-2.5981,2.5981,0.0000,0
0.0000,12.0000,2.0958,0.0000,1.3885,0.0000,-1.3885,0.0094,-2.6028,2.5934,0.0031,0
0.0000,12.0000,2.0888,0.0000,2.0314,0.0000,-2.0314,0.0188,-2.6074,2.5886,0.0063,0
0.0000,12.0000,2.0819,0.0000,2.6422,0.0000,-2.6422,0.0283,-2.6121,2.5838,0.0094,0
0.0000,12.0000,2.0749,0.0000,3.2225,0.0000,-3.2225,0.0377,-2.6167,2.5790,0.0126,0
0.0000,12.0000,2.0680,0.0000,3.7738,0.0000,-3.7738,0.0471,-2.6213,2.5742,0.0157,0
0.0001,12.0000,2.0612,0.0000,4.2976,0.0000,-4.2976,0.0565,-2.6259,2.5693,0.0188,0
0.0001,12.0000,2.0544,0.0000,4.7951,0.0000,-4.7951,0.0660,-2.6304,2.5645,0.0220,0
0.0001,12.0000,2.0476,0.0000,5.2676,0.0000,-5.2676,0.0754,-2.6350,2.5596,0.0251,0
0.0001,12.0000,2.0408,0.0000,5.7164,0.0000,-5.7164,0.0848,-2.6394,2.5546,0.0283,0
0.0001,12.0000,2.0341,0.0000,6.1426,0.0000,-6.1426,0.0942,-2.6439,2.5497,0.0314,0
0.0001,12.0000,2.0275,0.0000,6.5473,0.0000,-6.5473,0.1037,-2.6484,2.5447,0.0346,0
0.0001,12.0000,2.0209,0.0000,6.9316,0.0000,-6.9316,0.1131,-2.6528,2.5397,0.0377,0
0.0001,12.0000,2.0143,0.0000,7.2965,0.0000,-7.2965,0.1225,-2.6572,2.5347,0.0408,0
0.0001,12.0000,2.0077,0.0000,7.6428,0.0000,-7.6428,0.1319,-2.6615,2.5296,0.0440,0
0.0002,12.0000,2.0012,0.0000,7.9715,0.0000,-7.9715,0.1413,-2.6659,2.5245,0.0471,0
0.0002,12.0000,1.9948,0.0000,8.2835,0.0000,-8.2835,0.1507,-2.6702,2.5194,0.0503,0
0.0002,12.0000,1.9883,0.0000,8.5796,0.0000,-8.5796,0.1601,-2.6744,2.5143,0.0534,0
0.0002,12.0000,1.9819,0.0000,8.8605,0.0000,-8.8605,0.1696,-2.6787,2.5091,0.0565,0
0.0002,12.0000,1.9756,0.0000,9.1270,0.0000,-9.1270,0.1790,-2.6829,2.5040,0.0597,0
0.0002,12.0000,1.9693,0.0000,9.3798,0.0000,-9.3798,0.1884,-2.6871,2.4988,0.0628,0
0.0002,12.0000,1.9630,0.0000,9.6196,0.0000,-9.6196,0.1978,-2.6913,2.4935,0.0660,0
0.0002,12.0000,1.9568,0.0000,9.8469,0.0000,-9.8469,0.2072,-2.6955,2.4883,0.0691,0
0.0002,12.0000,1.9506,0.0000,10.0624,0.0000,-10.0624,0.2166,-2.6996,2.4830,0.0723,0
0.0002,12.0000,1.9445,0.0000,10.2668,0.0000,-10.2668,0.2260,-2.7037,2.4777,0.0754,0
0.0003,12.0000,1.9384,0.0000,10.4604,0.0000,-10.4604,0.2354,-2.7078,2.4724,0.0785,0
0.0003,12.0000,1.9323,0.0000,10.6439,0.0000,-10.6439,0.2448,-2.7118,2.4670,0.0817,0
0.0003,12.0000,1.9263,0.0000,10.8177,0.0000,-10.8177,0.2542,-2.7158,2.4617,0.0848,0
0.0003,12.0000,1.9203,0.0000,10.9823,0.0000,-10.9823,0.2636,-2.7198,2.4563,0.0880,0
0.0003,12.0000,1.9143,0.0000,11.1381,0.0000,-11.1381,0.2729,-2.7238,2.4508,0.0911,0
0.0003,12.0000,1.9084,0.0000,11.2856,0.0000,-11.2856,0.2823,-2.7277,2.4454,0.0942,0
0.0003,12.0000,1.9026,0.0000,11.4253,0.0000,-11.4253,0.2917,-2.7316,2.4399,0.0974,0
0.0003,12.0000,1.8967,0.0000,11.5573,0.0000,-11.5573,0.3011,-2.7355,2.4344,0.1005,0
0.0003,12.0000,1.8910,0.0000,11.6822,0.0000,-11.6822,0.3105,-2.7394,2.4289,0.1037,0
0.0003,12.0000,1.8852,0.0000,11.8003,0.0000,-11.8003,0.3198,-2.7432,2.4234,0.1068,0
0.0003,12.0000,1.8795,0.0000,11.9119,0.0000,-11.9119,0.3292,-2.7470,2.4178,0.1100,0
0.0004,12.0000,1.8739,0.0000,12.0173,0.0000,-12.0173,0.3386,-2.7508,2.4122,0.1131,0
0.0004,12.0000,1.8682,0.0000,12.1169,0.0000,-12.1169,0.3479,-2.7545,2.4066,0.1162,0
0.0004,12.0000,1.8627,0.0000,12.2109,0.0000,-12.2109,0.3573,-2.7582,2.4009,0.1194,0
0.0004,12.0000,1.8571,0.0000,12.2995,0.0000,-12.2995,0.3666,-2.7619,2.3953,0.1225,0
0.0004,12.0000,1.8516,0.0000,12.3831,0.0000,-12.3831,0.3760,-2.7656,2.3896,0.1257,0
0.0004,12.0000,1.8462,0.0000,12.4619,0.0000,-12.4619,0.3853,-2.7692,2.3839,0.1288,0
0.0004,12.0000,1.8407,0.0000,12.5361,0.0000,-12.5361,0.3947,-2.7728,2.3781,0.1319,0
0.0004,12.0000,1.8354,0.0000,12.6060,0.0000,-12.6060,0.4040,-2.7764,2.3724,0.1351,0
0.0004,12.0000,1.8300,0.0000,12.6717,0.0000,-12.6717,0.4134,-2.7800,2.3666,0.1382,0
0.0004,12.0000,1.8247,0.0000,12.7334,0.0000,-12.7334,0.4227,-2.7835,2.3608,0.1414,0
0.0005,12.0000,1.8195,0.0000,12.7914,0.0000,-12.7914,0.4320,-2.7870,2.3550,0.1445,0
0.0005,12.0000,1.8143,0.0000,12.8459,0.0000,-12.8459,0.4414,-2.7905,2.3491,0.1477,0
0.0005,12.0000,1.8091,0.0000,12.8969,0.0000,-12.8969,0.4507,-2.7939,2.3433,0.1508,0
0.0005,12.0000,1.8040,0.0000,12.9448,0.0000,-12.9448,0.4600,-2.7973,2.3374,0.1539,0
0.0005,12.0000,1.7989,0.0000,12.9895,0.0000,-12.9895,0.4693,-2.8007,2.3314,0.1571,0
0.0005,12.0000,1.7938,0.0000,13.0313,0.0000,-13.0313,0.4786,-2.8041,2.3255,0.1602,0
0.0005,12.0000,1.7888,0.0000,13.0703,0.0000,-13.0703,0.4879,-2.8074,2.3195,0.1634,0
0.0005,12.0000,1.7839,0.0000,13.1067,0.0000,-13.1067,0.4972,-2.8107,2.3135,0.1665,0
0.0005,12.0000,1.7790,0.0000,13.1406,0.0000,-13.1406,0.5065,-2.8140,2.3075,0.1696,0
0.0005,12.0000,1.7741,0.0000,13.1720,0.0000,-13.1720,0.5158,-2.8173,2.3015,0.1728,0
0.0006,12.0000,1.7692,0.0000,13.2012,0.0000,-13.2012,0.5251,-2.8205,2.2954,0.1759,0
0.0006,12.0000,1.7644,0.0000,13.2282,0.0000,-13.2282,0.5343,-2.8237,2.2894,0.1791,0
0.0006,12.0000,1.7597,0.0000,13.2532,0.0000,-13.2532,0.5436,-2.8269,2.2833,0.1822,0
0.0006,12.0000,1.7550,0.0000,13.2762,0.0000,-13.2762,0.5529,-2.8300,2.2771,0.1854,0
0.0006,12.0000,1.7503,0.0000,13.2973,0.0000,-13.2973,0.5621,-2.8331,2.2710,0.1885,0
0.0006,12.0000,1.7457,0.0000,13.3166,0.0000,-13.3166,0.5714,-2.8362,2.2648,0.1916,0
0.0006,12.0000,1.7411,0.0000,13.3342,0.0000,-13.3342,0.5806,-2.8393,2.2586,0.1948,0
0.0006,12.0000,1.7365,0.0000,13.3502,0.0000,-13.3502,0.5899,-2.8423,2.2524,0.1979,0
0.0006,12.0000,1.7320,0.0000,13.3647,0.0000,-13.3647,0.5991,-2.8453,2.2462,0.2011,0
0.0007,12.0000,1.7276,0.0000,13.3777,0.0000,-13.3777,0.6084,-2.8483,2.2399,0.2042,0
0.0007,12.0000,1.7232,0.0000,13.3893,0.0000,-13.3893,0.6176,-2.8512,2.2336,0.2073,0
0.0007,12.0000,1.7188,0.0000,13.3996,0.0000,-13.3996,0.6268,-2.8541,2.2273,0.2105,0
0.0007,12.0000,1.7145,0.0000,13.4087,0.0000,-13.4087,0.6360,-2.8570,2.2210,0.2136,0
0.0007,12.0000,1.7102,0.0000,13.4165,0.0000,-13.4165,0.6452,-2.8599,2.2147,0.2168,0
0.0007,12.0000,1.7059,0.0000,13.4232,0.0000,-13.4232,0.6544,-2.8627,2.2083,0.2199,0
0.0007,12.0000,1.7017,0.0000,13.4288,0.0000,-13.4288,0.6636,-2.8655,2.2019,0.2231,0
0.0007,12.0000,1.6975,0.0000,13.4334,0.0000,-13.4334,0.6728,-2.8683,2.1955,0.2262,0
0.0007,12.0000,1.6934,0.0000,13.4370,0.0000,-13.4370,0.6820,-2.8710,2.1891,0.2293,0
0.0007,12.0000,1.6893,0.0000,13.4396,0.0000,-13.4396,0.6912,-2.8738,2.1826,0.2325,0
0.0008,12.0000,1.6853,0.0000,13.4414,0.0000,-13.4414,0.7003,-2.8765,2.1761,0.2356,0
0.0008,12.0000,1.6813,0.0000,13.4423,0.0000,-13.4423,0.7095,-2.8791,2.1696,0.2388,0
0.0008,12.0000,1.6774,0.0000,13.4424,0.0000,-13.4424,0.7187,-2.8818,2.1631,0.2419,0
0.0008,12.0000,1.6735,0.0000,13.4418,0.0000,-13.4418,0.7278,-2.8844,2.1566,0.2450,0
0.0008,12.0000,1.6696,0.0000,13.4404,0.0000,-13.4404,0.7369,-2.8869,2.1500,0.2482,0
0.0008,12.0000,1.6658,0.0000,13.4383,0.0000,-13.4383,0.7461,-2.8895,2.1434,0.2513,0
0.0008,12.0000,1.6620,0.0000,13.4355,0.0000,-13.4355,0.7552,-2.8920,2.1368,0.2545,0
0.0008,12.0000,1.6582,0.0000,13.4321,0.0000,-13.4321,0.7643,-2.8945,2.1302,0.2576,0
0.0008,12.0000,1.6546,0.0000,13.4281,0.0000,-13.4281,0.7734,-2.8970,2.1235,0.2608,0
0.0008,12.0000,1.6509,0.0000,13.4235,0.0000,-13.4235,0.7825,-2.8994,2.1169,0.2639,0
0.0009,12.0000,1.6473,0.0000,13.4184,0.0000,-13.4184,0.7916,-2.9018,2.1102,0.2670,0
0.0009,12.0000,1.6437,0.0000,13.4128,0.0000,-13.4128,0.8007,-2.9042,2.1035,0.2702,0
0.0009,12.0000,1.6402,0.0000,13.4066,0.0000,-13.4066,0.8098,-2.9065,2.0967,0.2733,0
0.0009,12.0000,1.6367,0.0000,13.4000,0.0000,-13.4000,0.8189,-2.9088,2.0900,0.2765,0
0.0009,12.0000,1.6333,0.0000,13.3930,0.0000,-13.3930,0.8279,-2.9111,2.0832,0.2796,0
0.0009,12.0000,1.6299,0.0000,13.3855,0.0000,-13.3855,0.8370,-2.9134,2.0764,0.2827,0
0.0009,12.0000,1.6265,0.0000,13.3776,0.0000,-13.3776,0.8460,-2.9156,2.0696,0.2859,0
0.0009,12.0000,1.6232,0.0000,13.3693,0.0000,-13.3693,0.8551,-2.9178,2.0628,0.2890,0
0.0009,12.0000,1.6200,0.0000,13.3606,0.0000,-13.3606,0.8641,-2.9200,2.0559,0.2922,0
0.0009,12.0000,1.6168,0.0000,13.3516,0.0000,-13.3516,0.8731,-2.9222,2.0491,0.2953,0
0.0010,12.0000,1.6136,0.0000,13.3423,0.0000,-13.3423,0.8821,-2.9243,2.0422,0.2985,0
0.0010,12.0000,1.6104,0.0000,13.3326,0.0000,-13.3326,0.8911,-2.9264,2.0352,0.3016,0
0.0010,12.0000,1.6073,0.0000,13.3227,0.0000,-13.3227,0.9001,-2.9284,2.0283,0.3047,0
0.0010,12.0000,1.6043,0.0000,13.3124,0.0000,-13.3124,0.9091,-2.9305,2.0214,0.3079,0
0.0010,12.0000,1.6013,0.0000,13.3019,0.0000,-13.3019,0.9181,-2.9325,2.0144,0.3110,0
0.0010,12.0000,1.5983,0.0000,13.2911,0.0000,-13.2911,0.9271,-2.9344,2.0074,0.3142,0
0.0010,12.0000,1.5954,0.0000,13.2800,0.0000,-13.2800,0.9360,-2.9364,2.0004,0.3173,0
0.0010,12.0000,1.5925,0.0000,13.2687,0.0000,-13.2687,0.9450,-2.9383,1.9933,0.3204,0
0.0010,12.0000,1.5897,0.0000,13.2572,0.0000,-13.2572,0.9539,-2.9402,1.9863,0.3236,0
0.0010,12.0000,1.5869,0.0000,13.2454,0.0000,-13.2454,0.9628,-2.9420,1.9792,0.3267,0
0.0011,12.0000,1.5842,0.0000,13.2335,0.0000,-13.2335,0.9718,-2.9439,1.9721,0.3299,0
0.0011,12.0000,1.5815,0.0000,13.2213,0.0000,-13.2213,0.9807,-2.9457,1.9650,0.3330,0
0.0011,12.0000,1.5788,0.0000,13.2090,0.0000,-13.2090,0.9896,-2.9474,1.9579,0.3362,0
0.0011,12.0000,1.5762,0.0000,13.1965,0.0000,-13.1965,0.9985,-2.9492,1.9507,0.3393,0
0.0011,12.0000,1.5736,0.0000,13.1838,0.0000,-13.1838,1.0073,-2.9509,1.9436,0.3424,0
0.0011,12.0000,1.5711,0.0000,13.1709,0.0000,-13.1709,1.0162,-2.9526,1.9364,0.3456,0
0.0011,12.0000,1.5686,0.0000,13.1579,0.0000,-13.1579,1.0251,-2.9542,1.9292,0.3487,0
0.0011,12.0000,1.5662,0.0000,13.1447,0.0000,-13.1447,1.0339,-2.9559,1.9219,0.3519,0
0.0011,12.0000,1.5638,0.0000,13.1314,0.0000,-13.1314,1.0428,-2.9575,1.9147,0.3550,0
0.0011,12.0000,1.5615,0.0000,13.1180,0.0000,-13.1180,1.0516,-2.9590,1.9074,0.3581,0
0.0011,12.0000,1.5591,0.0000,13.1044,0.0000,-13.1044,1.0604,-2.9606,1.9001,0.3613,0
0.0012,12.0000,1.5569,0.0000,13.0907,0.0000,-13.0907,1.0692,-2.9621,1.8928,0.3644,0
0.0012,12.0000,1.5547,0.0000,13.0769,0.0000,-13.0769,1.0780,-2.9636,1.8855,0.3676,0
0.0012,12.0000,1.5525,0.0000,13.0630,0.0000,-13.0630,1.0868,-2.9650,1.8782,0.3707,0
0.0012,12.0000,1.5504,0.0000,13.0490,0.0000,-13.0490,1.0956,-2.9664,1.8708,0.3738,0
0.0012,12.0000,1.5483,0.0000,13.0348,0.0000,-13.0348,1.1044,-2.9678,1.8634,0.3770,0
0.0012,12.0000,1.5462,0.0000,13.0206,0.0000,-13.0206,1.1131,-2.9692,1.8560,0.3801,0
0.0012,12.0000,1.5442,0.0000,13.0063,0.0000,-13.0062,1.1219,-2.9705,1.8486,0.3833,0
0.0012,12.0000,1.5423,0.0000,12.9918,0.0000,-12.9918,1.1306,-2.9718,1.8412,0.3864,0
0.0012,12.0000,1.5404,0.0000,12.9773,0.0000,-12.9773,1.1393,-2.9731,1.8338,0.3896,0
0.0012,12.0000,1.5385,0.0000,12.9627,0.0000,-12.9627,1.1480,-2.9743,1.8263,0.3927,0
0.0013,12.0000,1.5367,0.0000,12.9481,0.0000,-12.9481,1.1568,-2.9756,1.8188,0.3958,0
0.0013,12.0000,1.5349,0.0000,12.9333,0.0000,-12.9333,1.1654,-2.9767,1.8113,0.3990,0
0.0013,12.0000,1.5332,0.0000,12.9185,0.0000,-12.9185,1.1741,-2.9779,1.8038,0.4021,0
0.0013,12.0000,1.5315,0.0000,12.9036,0.0000,-12.9036,1.1828,-2.9790,1.7962,0.4053,0
0.0013,12.0000,1.5298,0.0000,12.8887,0.0000,-12.8887,1.1914,-2.9801,1.7887,0.4084,0
0.0013,12.0000,1.5282,0.0000,12.8737,0.0000,-12.8737,1.2001,-2.9812,1.7811,0.4115,0
0.0013,12.0000,1.5267,0.0000,12.8586,0.0000,-12.8586,1.2087,-2.9822,1.7735,0.4147,0
0.0013,12.0000,1.5251,0.0000,12.8435,0.0000,-12.8435,1.2173,-2.9832,1.7659,0.4178,0
0.0013,12.0000,1.5237,0.0000,12.8283,0.0000,-12.8283,1.2259,-2.9842,1.7583,0.4210,0
0.0013,12.0000,1.5223,0.0000,12.8131,0.0000,-12.8131,1.2345,-2.9852,1.7506,0.4241,0
0.0014,12.0000,1.5209,0.0000,12.7978,0.0000,-12.7978,1.2431,-2.9861,1.7430,0.4273,0
0.0014,12.0000,1.5195,0.0000,12.7825,0.0000,-12.7825,1.2517,-2.9870,1.7353,0.4304,0
0.0014,12.0000,1.5182,0.0000,12.7671,0.0000,-12.7671,1.2603,-2.9878,1.7276,0.4335,0
0.0014,12.0000,1.5170,0.0000,12.7517,0.0000,-12.7517,1.2688,-2.9887,1.7199,0.4367,0
0.0014,12.0000,1.5158,0.0000,12.7363,0.0000,-12.7363,1.2773,-2.9895,1.7121,0.4398,0
0.0014,12.0000,1.5146,0.0000,12.7208,0.0000,-12.7208,1.2859,-2.9903,1.7044,0.4430,0
0.0014,12.0000,1.5135,0.0000,12.7052,0.0000,-12.7052,1.2944,-2.9910,1.6966,0.4461,0
0.0014,12.0000,1.5124,0.0000,12.6897,0.0000,-12.6897,1.3029,-2.9917,1.6888,0.4492,0
0.0014,12.0000,1.5114,0.0000,12.6741,0.0000,-12.6741,1.3113,-2.9924,1.6811,0.4524,0
0.0014,12.0000,1.5104,0.0000,12.6584,0.0000,-12.6584,1.3198,-2.9931,1.6732,0.4555,0
0.0015,12.0000,1.5095,0.0000,12.6427,0.0000,-12.6427,1.3283,-2.9937,1.6654,0.4587,0
0.0015,12.0000,1.5086,0.0000,12.6270,0.0000,-12.6270,1.3367,-2.9943,1.6576,0.4618,0
0.0015,12.0000,1.5077,0.0000,12.6113,0.0000,-12.6113,1.3451,-2.9948,1.6497,0.4650,0
0.0015,12.0000,1.5069,0.0000,12.5956,0.0000,-12.5956,1.3536,-2.9954,1.6418,0.4681,0
0.0015,12.0000,1.5062,0.0000,12.5798,0.0000,-12.5798,1.3620,-2.9959,1.6339,0.4712,0
0.0015,12.0000,1.5054,0.0000,12.5640,0.0000,-12.5640,1.3704,-2.9964,1.6260,0.4744,0
0.0015,12.0000,1.5048,0.0000,12.5481,0.0000,-12.5481,1.3787,-2.9968,1.6181,0.4775,0
0.0015,12.0000,1.5041,0.0000,12.5323,0.0000,-12.5323,1.3871,-2.9972,1.6101,0.4807,0
0.0015,12.0000,1.5036,0.0000,12.5164,0.0000,-12.5164,1.3955,-2.9976,1.6022,0.4838,0
0.0015,12.0000,1.5030,0.0000,12.5005,0.0000,-12.5005,1.4038,-2.9980,1.5942,0.4869,0
0.0016,12.0000,1.5025,0.0000,12.4846,0.0000,-12.4846,1.4121,-2.9983,1.5862,0.4901,0
0.0016,12.0000,1.5021,0.0000,12.4686,0.0000,-12.4686,1.4204,-2.9986,1.5782,0.4932,0
0.0016,12.0000,1.5017,0.0000,12.4527,0.0000,-12.4527,1.4287,-2.9989,1.5702,0.4964,0
0.0016,12.0000,1.5013,0.0000,12.4367,0.0000,-12.4367,1.4370,-2.9991,1.5621,0.4995,0
0.0016,12.0000,1.5010,0.0000,12.4207,0.0000,-12.4207,1.4453,-2.9993,1.5541,0.5027,0
0.0016,12.0000,1.5007,0.0000,12.4047,0.0000,-12.4047,1.4535,-2.9995,1.5460,0.5058,0
0.0016,12.0000,1.5005,0.0000,12.3887,0.0000,-12.3887,1.4617,-2.9997,1.5379,0.5089,0
0.0016,12.0000,1.5003,0.0000,12.3727,0.0000,-12.3727,1.4700,-2.9998,1.5298,0.5121,0
0.0016,12.0000,1.5002,0.0000,12.3566,0.0000,-12.3566,1.4782,-2.9999,1.5217,0.5152,0
0.0016,12.0000,1.5001,0.0000,12.3405,0.0000,-12.3405,1.4864,-3.0000,1.5136,0.5184,0
0.0017,12.0000,1.5000,0.0000,12.3245,0.0000,-12.3245,1.4946,-3.0000,1.5054,0.5215,0
0.0017,12.0000,1.5000,0.0000,12.3084,0.0000,-12.3084,1.5027,-3.0000,1.4973,0.5246,0
0.0017,12.0000,1.5000,0.0000,12.2923,0.0000,-12.2923,1.5109,-3.0000,1.4891,0.5278,0
0.0017,12.0000,1.5001,0.0000,12.2762,0.0000,-12.2762,1.5190,-2.9999,1.4809,0.5309,0
0.0017,12.0000,1.5002,0.0000,12.2600,0.0000,-12.2600,1.5271,-2.9998,1.4727,0.5341,0
0.0017,12.0000,1.5004,0.0000,12.2439,0.0000,-12.2439,1.5352,-2.9997,1.4645,0.5372,0
0.0017,12.0000,1.5006,0.0000,12.2278,0.0000,-12.2278,1.5433,-2.9996,1.4563,0.5404,0
0.0017,12.0000,1.5009,0.0000,12.2116,0.0000,-12.2116,1.5514,-2.9994,1.4480,0.5435,0
0.0017,12.0000,1.5012,0.0000,12.1955,0.0000,-12.1955,1.5595,-2.9992,1.4398,0.5466,0
0.0017,12.0000,1.5015,0.0000,12.1793,0.0000,-12.1793,1.5675,-2.9990,1.4315,0.5498,0
0.0018,12.0000,1.5019,0.0000,12.1631,0.0000,-12.1631,1.5755,-2.9987,1.4232,0.5529,0
0.0018,12.0000,1.5024,0.0000,12.1469,0.0000,-12.1469,1.5835,-2.9984,1.4149,0.5561,0
0.0018,12.0000,1.5029,0.0000,12.1308,0.0000,-12.1308,1.5915,-2.9981,1.4066,0.5592,0
0.0018,12.0000,1.5034,0.0000,12.1146,0.0000,-12.1146,1.5995,-2.9977,1.3982,0.5623,0
0.0018,12.0000,1.5039,0.0000,12.0984,0.0000,-12.0984,1.6075,-2.9974,1.3899,0.5655,0
0.0018,12.0000,1.5046,0.0000,12.0822,0.0000,-12.0822,1.6154,-2.9970,1.3815,0.5686,0
0.0018,12.0000,1.5052,0.0000,12.0659,0.0000,-12.0659,1.6234,-2.9965,1.3732,0.5718,0
0.0018,12.0000,1.5059,0.0000,12.0497,0.0000,-12.0497,1.6313,-2.9961,1.3648,0.5749,0
0.0018,12.0000,1.5067,0.0000,12.0335,0.0000,-12.0335,1.6392,-2.9956,1.3564,0.5781,0
0.0018,12.0000,1.5075,0.0000,12.0173,0.0000,-12.0173,1.6471,-2.9950,1.3480,0.5812,0
0.0019,12.0000,1.5083,0.0000,12.0011,0.0000,-12.0011,1.6549,-2.9945,1.3395,0.5843,0
0.0019,12.0000,1.5092,0.0000,11.9848,0.0000,-11.9848,1.6628,-2.9939,1.3311,0.5875,0
0.0019,12.0000,1.5101,0.0000,11.9686,0.0000,-11.9686,1.6706,-2.9933,1.3226,0.5906,0
0.0019,12.0000,1.5111,0.0000,11.9524,0.0000,-11.9524,1.6784,-2.9926,1.3142,0.5938,0
0.0019,12.0000,1.5121,0.0000,11.9361,0.0000,-11.9361,1.6862,-2.9919,1.3057,0.5969,0
0.0019,12.0000,1.5131,0.0000,11.9199,0.0000,-11.9199,1.6940,-2.9912,1.2972,0.6000,0
0.0019,12.0000,1.5142,0.0000,11.9037,0.0000,-11.9037,1.7018,-2.9905,1.2887,0.6032,0
0.0019,12.0000,1.5154,0.0000,11.8874,0.0000,-11.8874,1.7096,-2.9897,1.2802,0.6063,0
0.0019,12.0000,1.5166,0.0000,11.8712,0.0000,-11.8712,1.7173,-2.9889,1.2717,0.6095,0
0.0019,12.0000,1.5178,0.0000,11.8549,0.0000,-11.8549,1.7250,-2.9881,1.2631,0.6126,0
0.0020,12.0000,1.5191,0.0000,11.8387,0.0000,-11.8387,1.7327,-2.9873,1.2546,0.6158,0
0.0020,12.0000,1.5204,0.0000,11.8224,0.0000,-11.8224,1.7404,-2.9864,1.2460,0.6189,0
0.0020,12.0000,1.5218,0.0000,11.8062,0.0000,-11.8062,1.7481,-2.9855,1.2374,0.6220,0
0.0020,12.0000,1.5232,0.0000,11.7899,0.0000,-11.7899,1.7557,-2.9845,1.2288,0.6252,0
0.0020,12.0000,1.5247,0.0000,11.7737,0.0000,-11.7737,1.7634,-2.9836,1.2202,0.6283,0
0.0020,12.0000,1.5262,0.0000,11.7575,0.0000,-11.7575,1.7710,-2.9826,1.2116,0.6315,0
0.0020,12.0000,1.5277,0.0000,11.7412,0.0000,-11.7412,1.7786,-2.9815,1.2030,0.6346,0
0.0020,12.0000,1.5293,0.0000,11.7250,0.0000,-11.7250,1.7861,-2.9805,1.1943,0.6377,0
0.0020,12.0000,1.5309,0.0000,11.7087,0.0000,-11.7087,1.7937,-2.9794,1.1857,0.6409,0
0.0020,12.0000,1.5326,0.0000,11.6925,0.0000,-11.6925,1.8013,-2.9783,1.1770,0.6440,0
0.0021,12.0000,1.5343,0.0000,11.6763,0.0000,-11.6763,1.8088,-2.9771,1.1683,0.6472,0
0.0021,12.0000,1.5361,0.0000,11.6600,0.0000,-11.6600,1.8163,-2.9759,1.1597,0.6503,0
0.0021,12.0000,1.5379,0.0000,11.6438,0.0000,-11.6438,1.8238,-2.9747,1.1510,0.6535,0
0.0021,12.0000,1.5397,0.0000,11.6276,0.0000,-11.6276,1.8313,-2.9735,1.1422,0.6566,0
0.0021,12.0000,1.5416,0.0000,11.6113,0.0000,-11.6113,1.8387,-2.9722,1.1335,0.6597,0
0.0021,12.0000,1.5436,0.0000,11.5951,0.0000,-11.5951,1.8462,-2.9710,1.1248,0.6629,0
0.0021,12.0000,1.5456,0.0000,11.5789,0.0000,-11.5789,1.8536,-2.9696,1.1160,0.6660,0
0.0021,12.0000,1.5476,0.0000,11.5627,0.0000,-11.5627,1.8610,-2.9683,1.1073,0.6692,0
0.0021,12.0000,1.5497,0.0000,11.5464,0.0000,-11.5464,1.8684,-2.9669,1.0985,0.6723,0
0.0021,12.0000,1.5518,0.0000,11.5302,0.0000,-11.5302,1.8757,-2.9655,1.0898,0.6754,0
0.0022,12.0000,1.5539,0.0000,11.5140,0.0000,-11.5140,1.8831,-2.9640,1.0810,0.6786,0
0.0022,12.0000,1.5561,0.0000,11.4978,0.0000,-11.4978,1.8904,-2.9626,1.0722,0.6817,0
0.0022,12.0000,1.5584,0.0000,11.4816,0.0000,-11.4816,1.8977,-2.9611,1.0634,0.6849,0
0.0022,12.0000,1.5607,0.0000,11.4654,0.0000,-11.4654,1.9050,-2.9595,1.0545,0.6880,0
0.0022,12.0000,1.5630,0.0000,11.4492,0.0000,-11.4492,1.9123,-2.9580,1.0457,0.6911,0
0.0022,12.0000,1.5654,0.0000,11.4330,0.0000,-11.4330,1.9195,-2.9564,1.0369,0.6943,0
0.0022,12.0000,1.5678,0.0000,11.4169,0.0000,-11.4169,1.9268,-2.9548,1.0280,0.6974,0
0.0022,12.0000,1.5703,0.0000,11.4007,0.0000,-11.4007,1.9340,-2.9531,1.0192,0.7006,0
0.0022,12.0000,1.5728,0.0000,11.3845,0.0000,-11.3845,1.9412,-2.9515,1.0103,0.7037,0
0.0022,12.0000,1.5754,0.0000,11.3684,0.0000,-11.3684,1.9483,-2.9498,1.0014,0.7069,0
0.0023,12.0000,1.5780,0.0000,11.3522,0.0000,-11.3522,1.9555,-2.9480,0.9925,0.7100,0
0.0023,12.0000,1.5806,0.0000,11.3360,0.0000,-11.3360,1.9626,-2.9463,0.9836,0.7131,0
0.0023,12.0000,1.5833,0.0000,11.3199,0.0000,-11.3199,1.9698,-2.9445,0.9747,0.7163,0
0.0023,12.0000,1.5860,0.0000,11.3038,0.0000,-11.3038,1.9769,-2.9427,0.9658,0.7194,0
0.0023,12.0000,1.5888,0.0000,11.2876,0.0000,-11.2876,1.9839,-2.9408,0.9569,0.7226,0
0.0023,12.0000,1.5916,0.0000,11.2715,0.0000,-11.2715,1.9910,-2.9389,0.9479,0.7257,0
0.0023,12.0000,1.5945,0.0000,11.2554,0.0000,-11.2554,1.9980,-2.9370,0.9390,0.7288,0
0.0023,12.0000,1.5974,0.0000,11.2393,0.0000,-11.2393,2.0051,-2.9351,0.9300,0.7320,0
0.0023,12.0000,1.6003,0.0000,11.2232,0.0000,-11.2232,2.0121,-2.9331,0.9211,0.7351,0
0.0023,12.0000,1.6033,0.0000,11.2071,0.0000,-11.2071,2.0190,-2.9311,0.9121,0.7383,0
